latitude_x,longitude_x,dist_to_river_km_x,elevation_x,system:index,bio04,bio12,dist_to_river_km_y,elevation_y,elevation_ee,soil_ph,latitude_y,longitude_y,label
-9.407077998837533,-57.94526100102942,1.0339449363439368,0,00000000000000000025_0,524.0,2121.0,1.0339449363439368,0,235,43,-9.406446446561105,-57.94477945257546,1
-10.09847200087477,-58.45872500273162,1.2155876525359213,0,00000000000000000026_0,532.0,1985.0,1.2155876525359213,0,254,47,-10.098149215333137,-58.45906495273388,1
-10.31122100164703,-58.64403100046888,1.083129677489972,0,00000000000000000027_0,535.0,1913.0,1.083129677489972,0,250,47,-10.311499095311518,-58.643219585978386,1
-9.333389001335805,-58.33887399923796,0.6177109628759292,0,00000000000000000028_0,510.0,2093.0,0.6177109628759292,0,250,44,-9.332335435621246,-58.33779238937775,1
-9.41748900122686,-57.85125900128801,0.6193006005734352,0,00000000000000000029_0,532.0,2129.0,0.6193006005734352,0,234,43,-9.417675387612604,-57.850456347742906,1
-9.790776994922052,-59.34262099951027,0.4765912391484968,0,0000000000000000002a_0,496.0,1994.0,0.4765912391484968,0,128,45,-9.790476230522202,-59.34165971938131,1
-9.790054997853812,-59.34383899805205,0.5547354056922069,0,0000000000000000002b_0,518.0,1992.0,0.5547354056922069,0,133,45,-9.790476230522202,-59.343905507591614,1
-9.634477000109182,-59.31611100043992,0.6427084351007915,0,0000000000000000002c_0,498.0,2015.0,0.6427084351007915,0,151,45,-9.635516844011576,-59.316956049068025,1
-9.486721999694929,-59.8006219995502,0.7641719626856451,0,0000000000000000002d_0,457.0,2043.0,0.7641719626856451,0,176,44,-9.487294822131858,-59.79980051428227,1
-9.289704999917406,-59.31870799999257,0.9230890278016868,0,0000000000000000002e_0,495.0,2082.0,0.9230890278016868,0,110,44,-9.289665459625567,-59.31920183727833,1
-10.09160899987701,-59.63443400004113,0.8945423228191636,0,0000000000000000002f_0,507.0,1951.0,0.8945423228191636,0,136,46,-10.091411850702244,-59.63361218672016,1
-10.16660399942242,-58.14275699968303,0.7834910163371832,0,00000000000000000030_0,605.0,2024.0,0.7834910163371832,0,216,45,-10.165522861642103,-58.14240881508175,1
-9.437100999870044,-58.28209999995705,1.7698577442931405,0,00000000000000000031_0,528.0,2070.0,1.7698577442931405,0,208,44,-9.437887481505285,-58.28164768412027,1
-9.596390999663788,-57.78427500010375,0.4268162876562577,0,00000000000000000032_0,545.0,2113.0,0.4268162876562577,0,262,46,-9.597338444436502,-57.78532848964424,1
-9.02499199935965,-59.02315999983771,0.5272575641711621,0,00000000000000000033_0,467.0,2134.0,0.5272575641711621,0,131,44,-9.024662450810311,-59.02275779351889,1
-9.501524998154869,-59.79430200047031,2.3023252368784246,0,00000000000000000034_0,471.0,2040.0,2.3023252368784246,0,195,46,-9.50076955139366,-59.79530893786168,1
-9.761008000159672,-57.9857980003069,0.7976263339367256,0,00000000000000000035_0,512.0,2056.0,0.7976263339367256,0,258,47,-9.76128098378831,-57.98520364036084,1
-9.919760995104411,-55.24130600018395,0.9296565954650676,0,00000000000000000036_0,611.0,2324.0,0.9296565954650676,0,308,47,-9.920731946719528,-55.240850447375706,1
-9.441750000418692,-58.15548100007186,3.161227788700337,0,00000000000000000037_0,528.0,2082.0,3.161227788700337,0,274,47,-9.44237905792589,-58.15588354434355,1
-9.45051699994254,-59.23403300007363,0.3314174527631339,0,00000000000000000038_0,440.0,2049.0,0.3314174527631339,0,130,45,-9.451362210767087,-59.23386188528697,1
-9.658356000990446,-57.65107099964946,0.4240890706444428,0,00000000000000000039_0,563.0,2126.0,0.4240890706444428,0,275,46,-9.657974726114574,-57.65058119702631,1
-9.487010999808849,-58.1721079990368,0.4733093372360909,0,0000000000000000003a_0,510.0,2070.0,0.4733093372360909,0,234,46,-9.487294822131858,-58.17160406181564,1
-9.983291999882972,-58.60185600029196,1.4996022420850612,0,0000000000000000003b_0,528.0,1974.0,1.4996022420850612,0,285,47,-9.983614016607902,-58.60279539819301,1
-9.501560001310065,-59.79807700234331,2.298336553314808,0,0000000000000000003c_0,471.0,2040.0,2.298336553314808,0,191,47,-9.50076955139366,-59.79755472607198,1
-9.913947000823333,-60.0399839995831,0.6588406251737533,0,0000000000000000003d_0,450.0,1956.0,0.6588406251737533,0,162,43,-9.913994582088634,-60.04009985278424,1
-9.932837000500752,-59.98841400028484,0.421858854580084,0,0000000000000000003e_0,461.0,1957.0,0.421858854580084,0,172,44,-9.931960887771027,-59.988446723947376,1
-9.564534000340329,-59.75769800009749,0.9384152213504928,0,0000000000000000003f_0,495.0,2029.0,0.9384152213504928,0,164,44,-9.56365162128202,-59.75713053828659,1
-9.61256600185183,-60.2001030006353,0.411205103094545,0,00000000000000000040_0,473.0,1997.0,0.411205103094545,0,136,43,-9.613058961908592,-60.199550815715455,1
-9.215103001116256,-58.00893999974585,0.8670401467493865,0,00000000000000000041_0,519.0,2155.0,0.8670401467493865,0,212,44,-9.215554448685708,-58.00990731067412,1
-9.485189999184172,-59.00365900064835,0.7711575970882256,0,00000000000000000042_0,504.0,2041.0,0.7711575970882256,0,196,46,-9.485049033921555,-59.0025456996262,1
-9.047661000934337,-59.09936200128814,0.679409975443947,0,00000000000000000043_0,473.0,2133.0,0.679409975443947,0,144,47,-9.047120332913295,-59.09911459266904,1
-9.53010200136835,-59.04614300036993,0.4352334495478317,0,00000000000000000044_0,476.0,2033.0,0.4352334495478317,0,192,46,-9.529964798127537,-59.045215675621876,1
-9.74706800024753,-58.14947399981983,0.4741542719363235,0,00000000000000000046_0,569.0,2023.0,0.6288702085055963,0,208,46,-9.747806254526523,-58.149146179712645,1
-9.748928,-58.150007,0.6288702085055963,0,00000000000000000046_0,569.0,2023.0,0.6288702085055963,0,208,46,-9.747806254526523,-58.149146179712645,1
-9.754026000205805,-57.91834799985151,0.2551615905702709,0,00000000000000000047_0,569.0,2070.0,0.2551615905702709,0,240,45,-9.754543619157417,-57.91782999405187,1
-9.42452399973728,-57.37032400056119,0.5981332335238659,0,00000000000000000048_0,557.0,2167.0,0.5981332335238659,0,302,45,-9.424412752243498,-57.369857670738966,1
-9.865338001706354,-57.67625300035392,0.9333970215214954,0,00000000000000000049_0,597.0,2116.0,0.9333970215214954,0,244,46,-9.864587241462061,-57.6752848673396,1
-9.86308299920982,-57.67447899946318,1.124646554930718,0,0000000000000000004a_0,597.0,2116.0,1.124646554930718,0,245,47,-9.862341453251759,-57.6752848673396,1
-9.050621996251913,-59.105405999605,1.175228107145663,0,0000000000000000004b_0,460.0,2128.0,1.175228107145663,0,141,45,-9.051611909333886,-59.10585195729995,1
-9.631597,-59.457167,0.5309002455740058,0,0000000000000000004c_0,501.0,2018.0,0.5309002455740058,0,114,45,-9.631025267590985,-59.45619491810656,1
-9.300715999622428,-59.09911299999835,0.3821252439096885,0,0000000000000000004d_0,485.0,2079.0,0.3821252439096885,0,148,44,-9.300894400677066,-59.09911459266904,1
-9.319740000152482,-58.89093400007671,2.025739385351683,0,0000000000000000004e_0,502.0,2074.0,2.025739385351683,0,264,43,-9.318860706359445,-58.89025628911125,1
-9.765569000995324,-67.19713600263515,1.6761879070105614,0,0000000000000000004f_0,703.0,1910.0,1.6761879070105614,0,159,43,-9.765772560208916,-67.19742687900653,1
-9.76326200086236,-67.19268699958828,1.178651049537209,0,00000000000000000050_0,703.0,1910.0,1.178651049537209,0,156,43,-9.763526771998613,-67.19293530258594,1
-9.787568252109027,-67.26694759079116,0.744228274516368,0,00000000000000000051_0,688.0,1912.0,0.744228274516368,0,140,44,-9.7882304423119,-67.2670463135258,1
-10.20591799923027,-67.54210099915694,1.4655325388180134,199,00000000000000000052_0,716.0,1899.0,1.4655325388180134,199,203,48,-10.205947049427479,-67.54103247518225,1
-10.10904800046429,-67.55054699939829,0.4692547847383164,160,00000000000000000053_0,724.0,1908.0,0.4692547847383164,160,164,49,-10.109378156384636,-67.55001562802344,1
-10.07077099985747,-67.65114200016464,2.430534145287882,204,00000000000000000054_0,735.0,1924.0,2.430534145287882,204,202,49,-10.071199756809548,-67.6510760974869,1
-10.07066350140084,-67.41216415532162,1.8072862083246115,0,00000000000000000055_0,728.0,1901.0,1.8072862083246115,0,191,45,-10.071199756809548,-67.41302254719521,1
-9.810304387560048,-67.17375742993511,1.19072916440279,0,00000000000000000056_0,662.0,1900.0,1.19072916440279,0,140,45,-9.810688324414883,-67.17272320869324,1
-9.949518999025036,-67.40083499966354,0.6913464839716468,0,00000000000000000057_0,697.0,1908.0,0.6913464839716468,0,152,48,-9.94992719345342,-67.40179360614373,1
-9.924872999888752,-67.16674499943167,0.9138653257050952,0,00000000000000000058_0,689.0,1891.0,0.9138653257050952,0,152,44,-9.925223523140133,-67.16598584406235,1
-10.91189600007936,-69.5329819993037,0.925604866407444,288,00000000000000000059_0,815.0,1630.0,0.925604866407444,288,289,47,-10.911124547461299,-69.53304661771729,1
-9.895388000100835,-67.17920300005477,1.0530596350683294,0,0000000000000000005a_0,689.0,1896.0,1.0530596350683294,0,151,44,-9.896028276406241,-67.17946057332414,1
-10.44495000019923,-67.65744599988247,1.616055994715449,212,0000000000000000005b_0,778.0,1879.0,1.616055994715449,212,213,47,-10.444000599719146,-67.65781346211779,1
-9.733590000160984,-67.12887700095588,0.2067375785636394,0,0000000000000000005c_0,682.0,1904.0,0.2067375785636394,0,137,43,-9.734331525264736,-67.12780744448727,1
-9.866093999547404,-67.3566530000561,0.5906191661450123,0,0000000000000000005d_0,700.0,1913.0,0.5906191661450123,0,160,47,-9.866833029672364,-67.35687784193775,1
-9.93073099980011,-67.62407199990123,1.505216222718862,158,0000000000000000005e_0,763.0,1930.0,1.505216222718862,158,161,50,-9.929715099560724,-67.6241266389633,1
-10.13401200124725,-67.18792700003706,1.1612995110507272,0,0000000000000000005f_0,716.0,1874.0,1.1612995110507272,0,169,47,-10.134081826697923,-67.18844372616533,1
-10.37743399902819,-67.41522799929949,0.6873037806897658,0,00000000000000000060_0,791.0,1863.0,0.6873037806897658,0,178,49,-10.376626953410181,-67.41526833540551,1
-10.51953300017908,-67.6278159998681,0.7293808080069146,207,00000000000000000061_0,753.0,1868.0,0.7293808080069146,207,209,46,-10.520357398869308,-67.6286182153839,1
-9.980057998629311,-67.43333500063156,0.8434197534089767,0,00000000000000000062_0,711.0,1908.0,0.8434197534089767,0,152,46,-9.979122440187297,-67.4332346410879,1
-10.52690600022305,-67.63420600002055,0.6363150254665674,207,00000000000000000063_0,780.0,1866.0,0.6363150254665674,207,210,46,-10.527094763500202,-67.6331097918045,1
-10.5157710000735,-67.6346360014751,0.5552216636760039,191,00000000000000000064_0,761.0,1868.0,0.5552216636760039,191,195,46,-10.515865822448717,-67.6353555800148,1
-10.2055510008602,-67.65044000040335,2.0710372912619524,198,00000000000000000065_0,793.0,1909.0,2.0710372912619524,198,199,46,-10.205947049427479,-67.6510760974869,1
-9.84015700022787,-67.16945600000385,1.5461995970376952,0,00000000000000000066_0,681.0,1900.0,1.5461995970376952,0,164,44,-9.839883571148775,-67.17047742048294,1
-9.795945998989064,-67.54434099947619,0.794064945925193,149,00000000000000000067_0,724.0,1934.0,0.794064945925193,149,147,47,-9.794967806942793,-67.54327826339255,1
-10.7139940024746,-69.321959976273,0.8532914233281552,272,00000000000000000068_0,807.0,1668.0,0.8532914233281552,272,273,49,-10.713495184955008,-69.3219425259492,1
-10.57209467936283,-67.638030999819,0.6354846198147736,208,00000000000000000069_0,770.0,1860.0,0.6354846198147736,208,204,45,-10.572010527706183,-67.63760136822509,1
-10.25200799999044,-67.29828899981545,0.8036865915224173,0,0000000000000000006a_0,727.0,1867.0,0.8036865915224173,0,153,44,-10.25310860184375,-67.29848734846998,1
-9.59529400097596,-67.75090300026889,0.621215582288562,155,0000000000000000006b_0,693.0,1962.0,0.621215582288562,155,157,47,-9.5950926562262,-67.74989077874004,1
-10.07544999909038,-67.31928799980003,2.681818399661773,0,0000000000000000006c_0,732.0,1894.0,2.681818399661773,0,210,48,-10.075691333230154,-67.31869944236267,1
-9.980202000560432,-67.42975799928489,1.0408690617098495,0,0000000000000000006d_0,711.0,1908.0,1.0408690617098495,0,155,47,-9.979122440187297,-67.4287430646673,1
-9.902208,-67.350638,1.2276846863245714,0,0000000000000000006e_0,732.0,1910.0,1.2276846863245714,0,161,46,-9.902765641037135,-67.35014047730685,1
-10.43844699992384,-67.70602000002074,0.7987504698758613,209,0000000000000000006f_0,767.0,1885.0,0.7987504698758613,209,210,47,-10.439509023298555,-67.70497501453406,1
-10.45731600567419,-67.68009800197065,1.9623826240231084,214,00000000000000000070_0,763.0,1879.0,1.9623826240231084,214,220,48,-10.457475328980948,-67.68027134422077,1
-9.745645000176664,-67.15045099935335,0.956577540852135,0,00000000000000000071_0,690.0,1905.0,0.956577540852135,0,136,44,-9.74556046631622,-67.15026532659026,1
-9.741804999951086,-67.14101500217721,1.1770332825806626,0,00000000000000000072_0,678.0,1907.0,1.1770332825806626,0,154,44,-9.74106888989563,-67.14128217374906,1
-10.00322000111182,-67.40860999965253,1.2403303265427266,0,00000000000000000073_0,722.0,1905.0,1.2403303265427266,0,173,48,-10.003826110500583,-67.40853097077462,1
-9.34354199965606,-67.85515399943232,1.4884570263555894,173,00000000000000000074_0,679.0,1990.0,1.4884570263555894,173,171,46,-9.343564376672731,-67.85544282462408,1
-10.33321199435757,-67.56068800015386,1.727344816620138,199,00000000000000000075_0,760.0,1887.0,1.727344816620138,199,210,46,-10.333956977414516,-67.56124456907494,1
-10.78001500356016,-68.447349001074,2.5714128679732497,262,00000000000000000076_0,924.0,1806.0,2.5714128679732497,262,263,44,-10.780868831263973,-68.44833091214296,1
-10.3041619999699,-67.23473999988586,0.7106203074694447,0,00000000000000000077_0,725.0,1857.0,0.7106203074694447,0,156,46,-10.304761730680625,-67.23560527858162,1
-10.1948000013918,-67.5387100016365,1.8632553554223377,196,00000000000000000078_0,736.0,1900.0,1.8632553554223377,196,196,47,-10.19471810837598,-67.53878668697195,1
-10.0041069994268,-67.49412800058256,1.5289400383739051,0,00000000000000000079_0,732.0,1914.0,1.5289400383739051,0,186,47,-10.003826110500583,-67.49387092276598,1
-10.27504596387031,-62.59037201650695,0.7131380348478839,0,0000000000000000007a_0,497.0,2007.0,0.7131380348478839,0,179,46,-10.275566483946747,-62.59131525968368,1
-10.1311739973505,-67.09151299788958,0.7258690307586594,0,0000000000000000007b_0,693.0,1868.0,0.7258690307586594,0,165,45,-10.13183603848762,-67.09187483312249,1
-10.21422110658093,-67.58110239484341,1.7865183173132737,191,0000000000000000007c_0,775.0,1899.0,1.7865183173132737,191,192,47,-10.214930202268675,-67.58145666296762,1
-10.3782390003832,-67.6223630000147,1.772441309755898,230,0000000000000000007d_0,758.0,1889.0,1.772441309755898,230,229,46,-10.378872741620484,-67.621880850753,1
-10.25752999781412,-62.49505099863072,0.7951312511120664,0,0000000000000000007e_0,480.0,1975.0,0.7951312511120664,0,164,45,-10.257600178264354,-62.49474636664084,1
-10.23523499960964,-62.48733200026487,0.916764212237156,0,0000000000000000007f_0,501.0,1969.0,0.916764212237156,0,157,46,-10.235142296161357,-62.488009002009946,1
-9.987839999815437,-62.45146099984903,0.2262062617437454,0,00000000000000000080_0,497.0,1996.0,0.2262062617437454,0,169,45,-9.988105593028493,-62.45207639064516,1
-9.945102000317082,-67.41910399991158,0.5304044689198448,0,00000000000000000081_0,705.0,1908.0,0.5304044689198448,0,148,47,-9.945435617032814,-67.41975991182612,1
-10.30057700034563,-67.5675529996084,1.0745142737756983,207,00000000000000000082_0,743.0,1889.0,1.0745142737756983,207,207,46,-10.300270154260033,-67.56798193370584,1
-10.10991400003928,-62.55397900012607,0.6557351734217423,0,00000000000000000083_0,516.0,2014.0,0.6557351734217423,0,165,45,-10.109378156384636,-62.55313686010861,1
-10.32740601903747,-67.53737301369853,1.339338994211709,202,00000000000000000084_0,757.0,1886.0,1.339338994211709,202,202,48,-10.327219612783608,-67.53654089876166,1
-10.10472416756734,-67.40439508310179,1.46618810813777,0,00000000000000000085_0,710.0,1896.0,1.46618810813777,0,184,46,-10.104886579964031,-67.40403939435402,1
-10.381639104416,-67.70328325110967,1.4955854229581618,209,00000000000000000086_0,769.0,1892.0,1.4955854229581618,209,209,47,-10.381118529830786,-67.70272922632377,1
-9.881516993807196,-66.56773699921347,0.291079302822428,0,00000000000000000087_0,659.0,1852.0,0.291079302822428,0,122,43,-9.882553547144454,-66.56860618012287,1
-11.05668500061877,-68.8727740000912,1.7289351726357975,255,00000000000000000088_0,1030.0,1736.0,1.7289351726357975,255,257,45,-11.057100781130728,-68.87278488388944,1
-10.66992788004585,-67.6669269612279,0.5972999140401258,170,00000000000000000089_0,801.0,1842.0,0.5972999140401258,170,169,47,-10.670825208959329,-67.66679661495898,1
-10.76556774572379,-65.56384624972124,0.4126061147935779,0,0000000000000000008a_0,666.0,1640.0,0.4126061147935779,0,142,45,-10.765148313791883,-65.5647388501193,1
-10.38685900046793,-67.5209619986888,1.1988952219646745,223,0000000000000000008b_0,770.0,1876.0,1.1988952219646745,223,221,48,-10.38785589446168,-67.52082038128955,1
-10.37032451800567,-68.17058136183466,0.8264139166967814,207,0000000000000000008c_0,757.0,1917.0,0.8264139166967814,207,206,48,-10.369889588779287,-68.1698531740659,1
-10.05389736874577,-67.50465399891246,1.2661986240365888,156,0000000000000000008d_0,724.0,1909.0,1.2661986240365888,156,163,45,-10.053233451127156,-67.50509986381746,1
-10.3977809079031,-67.63853080725423,1.417901394840622,228,0000000000000000008e_0,770.0,1886.0,1.417901394840622,228,230,48,-10.396839047302876,-67.63760136822509,1
-10.38502698298321,-67.58931698303715,1.3336510241077106,207,0000000000000000008f_0,762.0,1880.0,1.3336510241077106,207,208,47,-10.385610106251377,-67.59043981580882,1
-10.29705000031744,-67.5689939996002,0.929372387699064,195,00000000000000000090_0,760.0,1889.0,0.929372387699064,195,203,46,-10.29802436604973,-67.56798193370584,1
-10.241326,-67.32469,0.8470842812798562,0,00000000000000000091_0,735.0,1870.0,0.8470842812798562,0,147,45,-10.241879660792264,-67.32543680699357,1
-10.30268300037759,-67.23515999986292,0.5400331434238704,0,00000000000000000092_0,725.0,1857.0,0.5400331434238704,0,160,46,-10.302515942470322,-67.23560527858162,1
-9.85389404932072,-67.2712420220959,0.8124580476663679,0,00000000000000000093_0,716.0,1905.0,0.8124580476663679,0,146,45,-9.853358300410562,-67.27153788994639,1
-10.36605699769295,-67.43283999855615,0.4847400973218808,0,00000000000000000094_0,773.0,1867.0,0.4847400973218808,0,163,45,-10.365398012358696,-67.4332346410879,1
-10.36536,-67.400821,0.852197866797478,0,00000000000000000095_0,791.0,1864.0,0.852197866797478,0,160,46,-10.365398012358696,-67.40179360614373,1
-10.2360151822576,-67.38035968778047,0.6435374263950704,0,00000000000000000096_0,727.0,1876.0,0.6435374263950704,0,157,46,-10.235142296161357,-67.37933572404073,1
-10.20836999960964,-67.65553699848832,1.9109812412540237,202,00000000000000000097_0,793.0,1909.0,1.9109812412540237,202,201,46,-10.208192837637782,-67.65556767390748,1
-10.15508700201084,-67.601976999977,0.2500989217925063,169,00000000000000000098_0,756.0,1908.0,0.2500989217925063,169,169,47,-10.154293920590604,-67.60166875686032,1
-9.827997999724063,-67.28184899972271,0.6726813096035023,0,00000000000000000099_0,705.0,1910.0,0.6726813096035023,0,144,46,-9.828654630097276,-67.28276683099789,1
-10.05780200536977,-67.30905099861809,0.6815806838487755,0,0000000000000000009a_0,715.0,1895.0,0.6815806838487755,0,177,46,-10.057725027547761,-67.30971628952148,1
-9.351200161619149,-59.32078135968694,0.7085729789459636,0,0000000000000000009b_0,502.0,2069.0,0.7085729789459636,0,109,44,-9.350301741303639,-59.32144762548863,1
-9.049734866230189,-59.10483690571226,1.0568985581072396,0,0000000000000000009c_0,473.0,2133.0,1.0568985581072396,0,144,45,-9.049366121123597,-59.10585195729995,1
-9.31269494328549,-59.09575908999605,0.7197293625987231,0,0000000000000000009d_0,482.0,2078.0,0.7197293625987231,0,146,44,-9.312123341728551,-59.09686880445875,1
-10.11081700918793,-58.57130963742216,2.1646960912952813,0,0000000000000000009e_0,564.0,1968.0,2.1646960912952813,0,230,47,-10.111623944594925,-58.57135436324883,1
-9.050920972917,-59.10719002603417,1.314840956211055,0,0000000000000000009f_0,460.0,2128.0,1.314840956211055,0,147,45,-9.051611909333886,-59.108097745510236,1
-10.02980718441024,-58.57665331689997,1.069731122554441,0,000000000000000000a0_0,549.0,1974.0,1.069731122554441,0,230,46,-10.030775569024172,-58.57584593966942,1
-9.287474000117406,-58.13820199924871,0.5250991147508192,0,000000000000000000a1_0,520.0,2121.0,0.5250991147508192,0,230,44,-9.287419671415265,-58.13791723866116,1
-10.39274078759304,-58.32850859554962,0.7690031528911239,0,000000000000000000a2_0,606.0,1977.0,0.7690031528911239,0,215,47,-10.392347470882285,-58.32880923653656,1
-9.593577247116254,-57.83740135234698,1.3986773123993854,0,000000000000000000a3_0,528.0,2105.0,1.3986773123993854,0,284,46,-9.592846868015911,-57.83698161848112,1
-9.588138351546151,-58.11320669450996,0.5481409824527608,0,000000000000000000a5_0,527.0,2057.0,0.5481409824527608,0,250,46,-9.588355291595306,-58.113213568347874,1
-9.588138351546151,-58.11320669450996,0.5481409824527608,0,000000000000000000a5_0,527.0,2057.0,0.5481409824527608,0,250,46,-9.588355291595306,-58.113213568347874,1
