latitude_x,longitude_x,dist_to_river_km_x,elevation_x,system:index,bio04,bio12,dist_to_river_km_y,elevation_y,elevation_ee,soil_ph,latitude_y,longitude_y,label
-10.3604058179805,-58.50721464124285,1.1775946762660845,0,000000000000000000a6_0,563.0,1938.0,1.1775946762660845,0,241,46,-10.360906435938091,-58.50622650515017,1
-9.321927415734802,-59.74020459223933,0.7666216569901407,0,000000000000000000a7_0,488.0,2082.0,0.7666216569901407,0,165,44,-9.321106494569747,-59.73916423260421,1
-9.53292800044607,-58.22654799997855,1.1782378402076443,0,000000000000000000a8_0,511.0,2053.0,1.1782378402076443,0,214,46,-9.53221058633784,-58.22550297886281,1
-9.796925071844644,-57.9733232964818,1.394976516981242,0,000000000000000000a9_0,539.0,2055.0,1.394976516981242,0,268,46,-9.797213595153096,-57.97397469930934,1
-9.244615586723906,-58.85759531858802,0.5629960230654003,0,000000000000000000aa_0,482.0,2091.0,0.5629960230654003,0,235,44,-9.244749695419586,-58.85656946595677,1
-11.86306887,-53.68013856,0.631098089525703,0,000000000000000000ab_0,831.0,2290.0,0.631098089525703,0,304,45,-11.863338748627996,-53.68002764121803,1
-11.999194,-53.404633,1.058075524405193,0,000000000000000000ac_0,860.0,2375.0,1.058075524405193,0,315,46,-11.998086041245926,-53.40379569135128,1
-12.163966,-53.353197,1.3772080852706214,0,000000000000000000ad_0,918.0,2256.0,1.3772080852706214,0,314,47,-12.164274368808037,-53.3521425625144,1
-12.283552,-53.35184,0.717022204218409,0,000000000000000000ae_0,919.0,2178.0,0.717022204218409,0,294,46,-12.283301143953878,-53.3521425625144,1
-12.29838,-53.167136,1.7999046023414778,0,000000000000000000af_0,916.0,2112.0,1.7999046023414778,0,318,48,-12.299021661425968,-53.1679879292699,1
-12.383729,-53.19294,1.4605955324242637,0,000000000000000000b0_0,941.0,2075.0,1.4605955324242637,0,316,47,-12.384361613417312,-53.192691599583185,1
-12.426101,-53.165547,4.51541585203306,0,000000000000000000b1_0,951.0,2046.0,4.51541585203306,0,323,48,-12.42703158941299,-53.16574214105961,1
-12.441548,-53.266566,2.9807662349166244,0,000000000000000000b2_0,952.0,2072.0,2.9807662349166244,0,319,49,-12.440506318674792,-53.266802610523044,1
-12.560626,-53.104699,2.586817483652125,0,000000000000000000b3_0,924.0,1964.0,2.586817483652125,0,315,49,-12.559533093820619,-53.10510585938154,1
-12.591882,-53.066773,1.0747373907848192,0,000000000000000000b4_0,962.0,1941.0,1.0747373907848192,0,319,48,-12.590974128764813,-53.06692745980645,1
-12.691232,-53.277241,0.7138101368173541,0,000000000000000000b5_0,963.0,1945.0,0.7138101368173541,0,320,47,-12.692034598228247,-53.27803155157454,1
