latitude,longitude,dist_to_river_km,elevation
-9.723891,-57.172864,0.20530826615026362,0
-9.179501102473628,-57.42394848474045,1.1595130457961407,0
-9.227699001822307,-57.70099500106243,0.5527830166598984,0
-9.350000999844548,-59.3226320001141,0.5483890168283005,0
-9.872272016753106,-57.77153199770081,0.3127862075597772,0
-9.822123999831748,-57.75570499816971,1.3048120154217129,0
-9.813259994600218,-57.82130000005366,0.638897981125406,0
-9.871079531042321,-57.8872657107356,0.3656950436691355,0
-10.05119899886345,-58.57556399967785,0.3111970430064165,0
-11.92798799936585,-53.55373200006755,0.746203615304533,0
-11.93039801863518,-53.55363201558098,0.6435719762017135,0
-10.16047300452101,-57.93737300389475,1.7741956398392784,0
-10.26918200122798,-58.54245800232319,0.717680761509878,0
-10.75353900005061,-58.441543999972,2.0044913500489483,0
-9.414981001527874,-58.23257799829364,0.9075875299646203,0
-9.704700999704704,-57.87715100034933,0.5006674749119389,0
-9.365031001358474,-59.2404520017935,0.7649967633929088,0
-9.243020999238867,-58.85661900020667,0.7274616271077637,0
-9.241628999418337,-58.85914800071054,0.6033939170779128,0
-9.8467030003105,-59.8074800009136,0.8582449052495398,0
-9.613941999660652,-60.20088499978919,0.5631262881554404,0
-9.924597002087832,-58.51245599936688,1.1657635816920298,0
-9.281117000042498,-58.9043730000573,0.7609530921752754,0
-9.323169999335253,-58.89591599966301,1.3976221101270452,0
-9.302718000530739,-59.09867999999115,0.4042062011683026,0
-9.42689900119821,-59.75004499929961,0.31209984922168493,0
-9.244746999876405,-58.8577110010576,0.5470070297192267,0
-9.430179999080288,-59.1691609987875,0.3524224798574853,0
-9.211542000260826,-58.93467100054576,0.9863852613970038,0
-9.631255998711797,-59.09539099992355,0.7067402637253564,0
-9.513087999238486,-58.00656999992691,3.0035662262197835,0
-9.923096997955037,-58.51001500044686,0.8762277531936099,0
-9.025114999983499,-59.02210699986468,0.4609161409435218,0
-9.50629799991787,-59.81215099991498,1.854976230676332,0
-9.967039001251123,-60.07850200104351,0.9285724298423919,0
-10.02997399999316,-58.57753499845309,1.094894722353056,0
-10.65452600001631,-58.42730900092188,0.776682296692842,0
-9.407077998837531,-57.94526100102942,1.0339449363439368,0
-10.09847200087477,-58.45872500273162,1.2155876525359213,0
-10.31122100164703,-58.64403100046888,1.0831296774899721,0
-9.333389001335803,-58.33887399923796,0.6177109628759292,0
-9.41748900122686,-57.85125900128801,0.6193006005734352,0
-9.790776994922053,-59.34262099951027,0.4765912391484968,0
-9.790054997853813,-59.34383899805205,0.5547354056922069,0
-9.634477000109182,-59.31611100043992,0.6427084351007915,0
-9.486721999694927,-59.8006219995502,0.7641719626856451,0
-9.289704999917406,-59.31870799999257,0.9230890278016867,0
-10.09160899987701,-59.63443400004113,0.8945423228191636,0
-10.16660399942242,-58.14275699968303,0.7834910163371832,0
-9.437100999870045,-58.28209999995705,1.7698577442931405,0
-9.596390999663788,-57.78427500010375,0.42681628765625773,0
-9.02499199935965,-59.02315999983771,0.5272575641711621,0
-9.501524998154869,-59.79430200047031,2.3023252368784246,0
-9.761008000159672,-57.9857980003069,0.7976263339367256,0
-9.919760995104413,-55.24130600018395,0.9296565954650676,0
-9.441750000418692,-58.15548100007186,3.161227788700337,0
-9.45051699994254,-59.23403300007363,0.33141745276313395,0
-9.658356000990446,-57.65107099964946,0.42408907064444284,0
-9.487010999808849,-58.1721079990368,0.4733093372360909,0
-9.983291999882972,-58.60185600029196,1.4996022420850612,0
-9.501560001310063,-59.79807700234331,2.2983365533148077,0
-9.913947000823333,-60.0399839995831,0.6588406251737533,0
-9.932837000500752,-59.98841400028484,0.42185885458008404,0
-9.564534000340329,-59.75769800009749,0.9384152213504929,0
-9.61256600185183,-60.2001030006353,0.41120510309454505,0
-9.215103001116255,-58.00893999974585,0.8670401467493865,0
-9.485189999184172,-59.00365900064835,0.7711575970882256,0
-9.047661000934337,-59.09936200128814,0.679409975443947,0
-9.53010200136835,-59.04614300036993,0.4352334495478317,0
-9.74706800024753,-58.14947399981983,0.47415427193632353,0
-9.748928,-58.150007,0.6288702085055963,0
-9.754026000205803,-57.91834799985151,0.2551615905702709,0
-9.424523999737279,-57.37032400056119,0.5981332335238659,0
-9.865338001706354,-57.67625300035392,0.9333970215214954,0
-9.86308299920982,-57.67447899946318,1.124646554930718,0
-9.050621996251913,-59.105405999605,1.175228107145663,0
-9.631597,-59.457167,0.5309002455740058,0
-9.300715999622428,-59.09911299999835,0.38212524390968855,0
-9.319740000152482,-58.89093400007671,2.025739385351683,0
-9.765569000995324,-67.19713600263515,1.6761879070105614,0
-9.76326200086236,-67.19268699958828,1.1786510495372087,0
-9.787568252109027,-67.26694759079116,0.744228274516368,0
