system:index,bio04,bio12,dist_to_river_km,elevation,elevation_ee,soil_ph,.geo
00000000000000000063_0,780.0,1866.0,0.6363150254665674,207,210,46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.6331097918045,-10.527094763500202]}"
00000000000000000082_0,743.0,1889.0,1.0745142737756983,207,207,46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.56798193370584,-10.300270154260033]}"
0000000000000000008c_0,757.0,1917.0,0.8264139166967814,207,206,48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.1698531740659,-10.369889588779287]}"
0000000000000000008f_0,762.0,1880.0,1.3336510241077106,207,208,47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.59043981580882,-10.385610106251377]}"
00000000000000000069_0,770.0,1860.0,0.6354846198147736,208,204,45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.63760136822509,-10.572010527706183]}"
0000000000000000006f_0,767.0,1885.0,0.7987504698758613,209,210,47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.70497501453406,-10.439509023298555]}"
00000000000000000086_0,769.0,1892.0,1.4955854229581618,209,209,47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.70272922632377,-10.381118529830786]}"
0000000000000000005b_0,778.0,1879.0,1.616055994715449,212,213,47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.65781346211779,-10.444000599719146]}"
00000000000000000070_0,763.0,1879.0,1.9623826240231084,214,220,48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.68027134422077,-10.457475328980948]}"
0000000000000000008b_0,770.0,1876.0,1.1988952219646745,223,221,48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.52082038128955,-10.38785589446168]}"
0000000000000000008e_0,770.0,1886.0,1.417901394840622,228,230,48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.63760136822509,-10.396839047302876]}"
0000000000000000007d_0,758.0,1889.0,1.772441309755898,230,229,46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.621880850753,-10.378872741620484]}"
00000000000000000088_0,1030.0,1736.0,1.7289351726357975,255,257,45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.87278488388944,-11.057100781130728]}"
00000000000000000076_0,924.0,1806.0,2.5714128679732497,262,263,44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.44833091214296,-10.780868831263973]}"
00000000000000000068_0,807.0,1668.0,0.8532914233281552,272,273,49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.3219425259492,-10.713495184955008]}"
00000000000000000059_0,815.0,1630.0,0.9256048664074439,288,289,47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.53304661771729,-10.911124547461299]}"
